563,禁男女子,WINTER,FINISHED,1
564,さよなら私のクラマー ミニアニメ,WINTER,FINISHED,3
565,別冊 仮面ライダーセイバー　短編活動萬画集,WINTER,FINISHED,0
566,生きぬけ！爆走！クソハムちゃん,WINTER,FINISHED,0
567,頭文字〈イニシャル〉D BATTLE STAGE 3 ,WINTER,FINISHED,6
568,多数欠 -Judgement Assizes- THE ORIGINAL ANIMATION,WINTER,FINISHED,0
569,ハチミツスーサイドマシーン,WINTER,FINISHED,0
570,DELIVER POLICE/西東京市デリバー警察隊,WINTER,FINISHED,0
571,龍殺ノ狂骨,WINTER,FINISHED,0
572,タイバン！,WINTER,RELEASING,0
573,チョコ松さん～バレンタインデー編～,WINTER,FINISHED,1
574,チョコ松さん～ホワイトデー編～,WINTER,FINISHED,1
576,Wandering Late at Night,WINTER,FINISHED,0
601,Hatena Illusion,WINTER,FINISHED,68
602,22/7 (nanabun no nijyuuni),WINTER,FINISHED,187
603,Made in Abyss: Dawn of the Deep Soul,WINTER,FINISHED,2072
604,Plunderer,WINTER,FINISHED,997
605,pet,WINTER,FINISHED,186
606,Sorcerous Stabber Orphen,WINTER,FINISHED,100
607,劇場版 ハイスクール・フリート,WINTER,FINISHED,56
608,SHIROBAKO The Movie,WINTER,FINISHED,70
609,BanG Dream! 3rd Season,WINTER,FINISHED,332
610,Magia Record: Puella Magi Madoka Magica Side Story,WINTER,FINISHED,331
611,If My Favorite Pop Idol Made It to the Budokan, I Would Die,WINTER,FINISHED,248
612,ROOM CAMP,WINTER,FINISHED,157
613,A Certain Scientific Railgun T,WINTER,FINISHED,1209
614,A Destructive God Sits Next to Me,WINTER,FINISHED,219
615,Darwin's Game,WINTER,FINISHED,1799
616,Dorohedoro,WINTER,FINISHED,3685
617,BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.,WINTER,FINISHED,2458
618,HAIKYU‼ TO THE TOP,WINTER,FINISHED,4970
619,Nekopara,WINTER,FINISHED,651
620,Science Fell in Love, So I Tried to Prove It,WINTER,FINISHED,906
621,In/Spectre,WINTER,FINISHED,1064
622,Infinite Dendrogram,WINTER,FINISHED,310
623,A3! Season Spring & Summer,WINTER,FINISHED,169
624,The Island of Giant Insects (Movie),WINTER,FINISHED,31
625,Asteroid in Love,WINTER,FINISHED,282
626,つぐもも OVA,WINTER,FINISHED,48
627,Drifting Dragons,WINTER,FINISHED,89
628,Toilet-bound Hanako-kun,WINTER,FINISHED,7010
629,Somali and the Forest Spirit,WINTER,FINISHED,1410
630,GOBLIN SLAYER -GOBLIN’S CROWN-,WINTER,FINISHED,594
631,number24,WINTER,FINISHED,172
